Name,Ally Code,GP,Chars GP,Ships GP,Character:Ships,Light side or Dark Side,DSR Bot style mod score -- higher is better, aim for 3.0.  This is # of mods with secondary speed ≥ 15 / character gp / 100 000,DSR Bot style gear score -- higher is better.  Number of (>G12 + G13 + relic / 5) / total gp / 100 000.,Zetas,Relic Levels,7*,R5 and higher,G13 and higher,G12 and higher,G10 and higher,Jedi Knight Revan,Darth Revan,Malak,Padme,Genosian Brood Alpha,Wat Tambor,Ki-Adi-Mundi,Shaak Ti,General Skywalker,Rey,Supreme Leader Kylo Ren,Sith Eternal Emperor,Jedi Master Luke Skywalker,Jedi Master Kenobi,Jedi Knight Luke,The Negotiator,Malevolence,Raddus,Finalizer,TW/GA Squads - farmed but may need gear.  Click player name to view.,Squads: defense or both,Squads: offense or both
"kafe",889865115,5027638,2822924,2204714,128,-204,407,346,120,185,186,13,62,75,102,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,17,13,10
"Agemist Rahn",731858456,4704859,2887740,1817119,158,-21,550,513,111,378,151,54,68,98,104,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,12,7,6
"CycloneB",848242344,4401348,2504163,1897185,131,-177,111,212,84,107,180,10,25,47,84,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,13,9,6
"King1Ultra",518117736,3303766,1986425,1317341,150,-392,327,326,76,124,121,13,26,57,77,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,13,10,7
"Dogl24",185383334,5745275,3377498,2367777,142,69,97,275,132,136,223,13,36,95,103,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,17,13,8
"Zion",459615634,5550171,3114634,2435537,127,-535,247,348,115,266,207,34,53,87,108,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,18,10,10
"Teler",778577756,5707616,3297392,2410224,136,-152,451,324,129,300,214,39,58,67,99,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,17,11,8
"Sidonius",396437533,4397943,2545310,1852633,137,-115,235,206,51,133,165,21,24,40,68,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,12,6,7
"LuCZiano",355478253,4048582,2248361,1800221,124,-399,124,293,79,150,134,22,26,63,75,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,8,7,2
"Nosferatu XIII",947394217,4310363,2507235,1803128,139,-408,79,235,73,152,150,20,31,40,70,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,8,5,7
"Nobivoj",967832294,4734069,2546430,2187639,116,-253,164,305,83,168,183,23,41,70,91,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,14,10,7
"rakovina prdele",819356347,2945010,1722222,1222788,140,-23,69,160,26,46,135,4,14,24,44,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,7,5,4
"MHD",785463327,4749048,2776732,1972316,140,175,306,296,109,164,175,16,42,66,104,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,16,12,8
"Kallath",631773371,6650830,3871998,2778832,139,151,431,406,141,407,233,52,84,105,132,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,22,10,12
"Cody2224cz",646148532,3550102,2191072,1359030,161,112,104,182,72,84,151,10,21,27,57,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,9,8,4
"Hellhammer",512765142,4357283,2600967,1756316,148,-221,46,263,95,119,168,14,27,64,88,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,12,9,8
"Jadranka",735674549,1720596,1047835,672761,155,-640,47,41,14,6,78,0,2,4,22,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,2
"Hnida",721293465,5626055,3199062,2426993,131,-244,90,291,109,180,196,15,42,86,115,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,18,10,9
"PaJouda",338139347,5819094,3318291,2500803,132,-116,102,293,118,174,227,20,42,94,129,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,19,13,10
"Zilius Theheros II",261419539,6664512,3866083,2798429,138,-124,191,294,148,183,235,24,37,123,152,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,22,12,10
"Bury96",624193182,4580024,2754763,1825261,150,-18,98,304,99,158,178,11,34,74,97,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,14,11,7
"Mrzout",117526614,2413213,1476143,937070,157,-197,121,151,41,8,116,0,4,31,48,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,7,4
"Acheron",665246942,3261169,1950831,1310338,148,20,87,156,34,65,148,13,13,25,47,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,8,5
"Carus",116445327,5713589,3313237,2400352,138,-61,99,249,107,169,192,20,38,71,99,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,16,10,8
"Oldík",575796212,5995212,3634920,2360292,154,-146,321,327,128,213,199,23,48,106,123,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,18,11,11
"Sphi'deer",178188365,5003907,2877627,2126280,135,72,417,271,103,209,191,31,37,57,88,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,15,9,6
"Vrabi",785865937,6273517,3588122,2685395,133,-111,484,397,140,341,235,45,79,102,131,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,21,8,7
"DrJokerTM",372971877,4068693,2364063,1704630,138,-116,241,214,83,121,155,14,24,39,79,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,15,11,7
"Chalbran Leone",668996426,5696270,3151656,2544614,123,-252,241,311,105,198,231,20,47,91,113,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,20,12,10
"Phrackt Alqemyst",796398711,4942503,2842043,2100460,135,-681,327,282,99,179,155,26,35,69,94,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,18,8,10
"Lanzar",269566524,5439215,3003945,2435270,123,-241,96,272,102,191,206,20,44,66,86,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,17,10,9
"ZNK Fanatik",163324887,4838308,2640316,2197992,120,-139,98,194,83,85,176,8,20,57,86,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,17,11,10
"merlinJedi",122518422,4546499,2566378,1980121,129,647,537,341,69,187,176,22,47,71,93,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,12,6,4
"Kroko",876986792,5999805,3441342,2558463,134,-171,415,334,138,252,226,24,59,91,116,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,19,10,11
"Atrogat",342621892,5185793,2889562,2296231,125,-108,228,331,102,195,211,20,47,86,105,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,19,11,11
"CarpyT",513263544,6012967,3429562,2583405,132,-282,533,317,127,261,216,29,58,81,119,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,21,11,12
"RFlyer",942939357,4282417,2646144,1636273,161,-123,52,294,86,126,162,9,32,69,95,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,15,12,8
"Cel Seel",662867271,3333370,1950839,1382531,141,-174,353,268,80,108,130,5,24,44,77,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,13,12,6
"Lpte1978",837823178,3822927,2137566,1685361,126,-459,60,133,46,71,159,12,12,25,41,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,8,4,4
"Jakolev",151847755,5100025,2919365,2180660,133,-34,229,269,96,177,184,15,39,63,92,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,16,10,8
"DrLobotomi",141544413,4331569,2620553,1711016,153,-294,133,305,90,152,162,18,35,67,87,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,15,11,9
"Davemaster45",353537626,5551741,3202785,2348956,136,-243,396,280,109,194,179,23,42,75,111,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,17,10,10
"Zivak",742914455,3051141,1776233,1274908,139,-244,56,213,36,81,140,11,19,30,39,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,5,5,1
"Daniel",845979537,5379460,3124513,2254947,138,253,166,296,111,238,175,21,48,64,91,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,15,10,5
"Vojcek",379781654,4334892,2504387,1830505,136,-76,115,268,102,116,156,9,31,62,89,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,12,8,8
"Tarago",179519476,6096785,3470732,2626053,132,-274,267,345,119,263,199,30,57,101,114,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,18,10,9
"Fallen Jimmy",234173652,4219241,2465796,1753445,140,-109,68,165,78,90,168,10,20,32,52,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,5,4,3
"BIGGER",554263194,5857800,3341450,2516350,132,21,107,213,104,141,219,9,33,64,102,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,22,13,12
"vendeta",843171432,4603895,2802713,1801182,155,140,96,327,99,200,174,28,41,70,90,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,14,10,6
"Aria Curran",585715697,5911794,3504143,2407651,145,-72,139,260,129,150,197,12,40,84,118,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,17,12,10
