Name,Ally Code,GP,Chars GP,Ships GP,Character:Ships,Light side or Dark Side,DSR Bot style mod score -- higher is better, aim for 3.0.  This is # of mods with secondary speed ≥ 15 / character gp / 100 000,DSR Bot style gear score -- higher is better.  Number of (>G12 + G13 + relic / 5) / total gp / 100 000.,Zetas,Relic Levels,7*,R5 and higher,G13 and higher,G12 and higher,G10 and higher,Jedi Knight Revan,Darth Revan,Malak,Padme,Genosian Brood Alpha,Wat Tambor,Ki-Adi-Mundi,Shaak Ti,General Skywalker,Rey,Supreme Leader Kylo Ren,Sith Eternal Emperor,Jedi Master Luke Skywalker,Jedi Master Kenobi,Jedi Knight Luke,The Negotiator,Malevolence,Raddus,Finalizer,TW/GA Squads - farmed but may need gear.  Click player name to view.,Squads: defense or both,Squads: offense or both
"Rukus",137543193,1815862,992350,823512,120,-210,10,80,11,8,67,0,2,11,23,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1
"phillyg3000",296598161,1800203,1196865,603338,198,32,16,26,4,4,81,0,1,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Willtonimorg",892953661,2728211,1665613,1062598,156,-13,30,68,25,13,122,1,3,13,41,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,6,4
"Arthanax",359554427,1882715,1258953,623762,201,-76,206,66,30,8,84,0,2,9,36,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,2
"Nichols",159686726,2088871,1402976,685895,204,183,171,104,27,24,84,3,5,12,22,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,5,4
"Andrew Wiggin",845439946,4611840,2803553,1808287,155,175,228,117,68,67,170,11,13,28,65,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12,9,5
"Yosterized",956573728,2384710,1389007,995703,139,-111,64,96,25,15,97,2,3,17,37,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,2
"Springtrap",579286655,2818095,1714917,1103178,155,-168,128,70,16,15,106,1,4,13,33,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,2
"Rodri Jube",317745375,2061600,1289810,771790,167,-271,23,151,16,36,90,4,10,14,24,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Baxter Exibil",436812938,1489738,948496,541242,175,-93,31,79,9,4,81,0,2,9,21,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2
"Helo Athena",617538544,2856728,1734395,1122333,154,-19,69,63,22,16,95,0,4,11,29,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"Padewan",518881538,1865616,1118992,746624,149,-2,26,48,11,0,84,0,0,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
"Mordenkia",571724474,1488319,947509,540810,175,-456,31,20,7,0,46,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
"SickNastyNadez",659217629,2244083,1402118,841965,166,133,21,70,18,19,105,3,4,8,25,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4,3
"Bailey",731727869,1121498,747996,373502,200,350,53,26,4,0,57,0,0,3,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Dak Argula",121695883,1368575,858289,510286,168,63,23,48,5,3,55,0,1,5,16,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
"Ginn Rumme'Winn",112149557,3911320,2350123,1561197,150,-48,123,147,57,54,162,3,14,33,57,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,7,5
"Sim Gego",241777515,1418418,867383,551035,157,1,11,32,3,3,66,0,1,3,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"daby yawn",778939196,2789104,1655102,1134002,145,-48,24,60,29,14,122,1,4,10,33,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,5,3
"EmperorC3Po",638658591,1598479,1053386,545093,193,-176,9,30,9,4,58,0,1,3,12,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Zoron",763617986,2259735,1444877,814858,177,193,48,30,29,5,94,1,1,5,27,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4,3
"Sab",868189928,1952185,1274238,677947,187,198,31,60,17,9,65,1,2,8,16,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2
"Austin",122863969,2877231,1762133,1115098,158,157,51,86,28,25,131,2,6,14,32,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,5,4
"Amanda Lorian",461945337,2080023,1303369,776654,167,-124,76,63,17,11,93,1,2,9,35,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,1
"Cooner65",185285257,1193544,853190,340354,250,-453,105,77,13,6,49,1,1,7,19,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
"Arima",151418854,1018391,700837,317554,220,284,0,19,4,0,25,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"SatoHanJi 77",721448165,2882021,1795518,1086503,165,-64,172,104,39,21,107,1,6,20,42,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,5,4
"Brill Counsil",859442199,1085038,552632,532406,103,-523,0,27,11,0,21,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gooey Louey",783478228,632609,400088,232521,172,-382,0,15,2,0,14,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mol Mierada",946627783,1661164,963736,697428,138,3,51,30,8,0,70,0,0,5,17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
"Natty6161",387567995,2433948,1519752,914196,166,-100,98,56,21,9,89,0,3,9,31,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,6,3
"Skywlkn",164875953,2837649,1757552,1080097,162,-65,22,35,8,0,117,0,0,10,27,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1
"Mol Eliza",321134194,1274782,786459,488323,161,-382,50,15,3,0,75,0,0,2,17,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"HollaTables",847766829,1660081,1096624,563457,194,-21,36,18,9,0,79,0,0,3,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1
"Dark Silence",182978697,1889444,1113288,776156,143,19,98,47,13,5,86,1,1,7,25,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"Sim Aloo",644382873,2475909,1569878,906031,173,-1,31,113,37,10,107,1,3,23,38,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,6,4
"SIRSAM2121",393544741,1999273,1188413,810860,146,179,33,48,11,3,72,0,1,8,26,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,3
"Namefull",819921446,1989213,1297658,691555,187,-88,154,156,34,36,50,3,8,16,36,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,3,3
"WhizzyWhizz",966671638,719258,535353,183905,291,-314,18,0,0,0,31,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YodaVader Eliza",161182228,2768092,1478380,1289712,114,-189,13,66,22,12,98,0,4,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2
"Snips",223775686,1311337,874459,436878,200,-127,80,65,13,8,57,1,2,5,21,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Ben10miller",739193811,1323718,884572,439146,201,60,22,46,9,6,54,1,1,4,18,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
