Name,Ally Code,GP,Chars GP,Ships GP,Character:Ships,Light side or Dark Side,DSR Bot style mod score -- higher is better, aim for 3.0.  This is # of mods with secondary speed ≥ 15 / character gp / 100 000,DSR Bot style gear score -- higher is better.  Number of (>G12 + G13 + relic / 5) / total gp / 100 000.,Zetas,Relic Levels,7*,G13 and higher,G12 and higher,G10 and higher,Jedi Knight Revan,Darth Revan,Malak,Padme,Genosian Brood Alpha,Wat Tambor,Ki-Adi-Mundi,Shaak Ti,General Skywalker,Rey,Supreme Leader Kylo Ren,Sith Eternal Emperor,Jedi Master Luke Skywalker,Jedi Knight Luke,The Negotiator,Malevolence,Raddus,Finalizer,TW/GA Squads - farmed but may need gear.  Click player name to view.,Squads: defense or both,Squads: offense or both
"Gornaq",929861986,2686336,1563294,1123042,139,-71,44,163,34,60,125,11,21,40,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,6,6,3
"Shalien Renfield",717273842,3463605,2019003,1444602,139,141,79,121,55,31,135,9,27,44,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,4,6
"Ultraman",723285784,3101615,1876431,1225184,153,-66,53,239,49,81,94,16,42,57,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4,2
"GrandeKron85",144768489,4247638,2470910,1776728,139,27,48,93,58,28,175,7,27,60,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,14,11,8
"Tumnus",841168558,3533657,2170462,1363195,159,-56,78,123,59,14,159,6,35,53,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10,7,5
"Djchocothunda",595978954,2842327,1687924,1154403,146,85,100,164,45,19,110,8,35,60,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,9,7
"Krejo Brosh",831264412,4141105,2365986,1775119,133,-62,105,123,75,30,169,10,35,70,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,15,11,7
"Xaven",779993281,4352615,2644552,1708063,154,2,45,191,67,76,192,21,47,78,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,14,10,7
"Manhofung",564738937,5679374,3330954,2348420,141,30,126,184,97,95,214,18,68,118,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,20,14,11
"Itsatrap",397492694,2450902,1623319,827583,196,-286,80,116,34,23,102,6,18,50,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,10,9,5
"Green Manalishi",232666641,4378879,2741240,1637639,167,-15,102,221,97,54,157,23,63,81,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,13,9,8
"Mol Slash",499445554,4886515,2854080,2032435,140,24,84,106,62,20,193,6,42,79,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,16,11,9
"adamclark52",586229869,2371018,1442087,928931,155,89,34,107,30,12,95,3,20,27,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2
"Ozzie Olin",928464636,3261564,1961776,1299788,150,68,117,137,55,54,108,11,23,40,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,5,4
"Hunted",326451561,1779468,1080263,699205,154,-296,74,116,20,24,46,5,11,25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
"Luckyycharm",182375575,2643790,1662604,981186,169,87,174,211,50,59,98,15,29,53,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,7,5,4
"Dar Solman",141615132,3898454,2300312,1598142,143,-82,43,129,67,37,138,10,33,84,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,8,6
"Anthony84",839148236,3133629,1903434,1230195,154,304,52,71,42,7,114,2,19,38,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,4
"APlayerNamedGus",273126953,3224412,1904878,1319534,144,35,314,241,55,80,123,22,40,60,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,11,8,6
"E Rod",623687665,4483260,2629702,1853558,141,215,216,196,84,86,183,20,51,88,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,13,9,8
"Vagabond12",957436722,4142426,2446850,1695576,144,11,155,144,57,30,170,11,43,79,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,11,9,7
