Name,Ally Code,GP,Chars GP,Ships GP,Character:Ships,Light side or Dark Side,DSR Bot style mod score -- higher is better, aim for 3.0.  This is # of mods with secondary speed ≥ 15 / character gp / 100 000,DSR Bot style gear score -- higher is better.  Number of (>G12 + G13 + relic / 5) / total gp / 100 000.,Zetas,Relic Levels,7*,R5 and higher,G13 and higher,G12 and higher,G10 and higher,Jedi Knight Revan,Darth Revan,Malak,Padme,Genosian Brood Alpha,Wat Tambor,Ki-Adi-Mundi,Shaak Ti,General Skywalker,Rey,Supreme Leader Kylo Ren,Sith Eternal Emperor,Jedi Master Luke Skywalker,Jedi Knight Luke,The Negotiator,Malevolence,Raddus,Finalizer,TW/GA Squads - farmed but may need gear.  Click player name to view.,Squads: defense or both,Squads: offense or both
"Malevolence",552895552,4225282,2533098,1692184,149,-64,165,164,76,32,162,0,11,52,93,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,13,10,8
"Michal",161966947,2599580,1614257,985323,163,153,154,53,32,9,112,1,2,10,37,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4,2
"Tio",155158963,5101064,2926901,2174163,134,-20,99,115,88,59,185,3,14,33,74,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,15,11,6
"Sw",443164287,3817911,2301920,1515991,151,31,52,102,49,35,126,2,9,23,54,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4
"Nicodemusdog",673656295,5276466,3140554,2135912,147,103,175,215,92,119,209,14,26,64,90,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,16,11,9
"Mol Eliza",945612172,3734418,2200946,1533472,143,-228,118,216,76,90,151,10,18,45,64,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,13,11,8
"mortedor",482586729,4407033,2497323,1909710,130,-63,208,171,64,87,185,10,18,40,74,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,15,11,9
"K1",276165235,5634176,3209662,2424514,132,-26,162,248,89,204,195,19,41,58,86,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,17,12,9
"Not Your Dad",376618925,3607053,2081059,1525994,136,-1,52,123,71,42,119,4,9,27,40,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,6,4
"SnowyTheDestroyer",442724367,2159325,1241565,917760,135,125,24,4,18,0,75,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
"K2",649895373,4490126,2429356,2060770,117,-93,164,127,75,56,159,0,15,31,65,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,12,9,5
"Cyfan",929244611,4645881,2693172,1952709,137,23,111,210,87,69,171,4,21,63,82,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,16,13,9
"Posse",752791482,4078948,2450073,1628875,150,-92,118,113,61,36,153,2,11,28,58,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,7,5
"Oglitt118",769136498,2793641,1626240,1167401,139,-88,49,88,30,33,73,4,6,12,37,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1
"Caligula",618535725,3579816,2154782,1425034,151,112,69,113,46,28,157,1,9,26,54,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,7,6
"Hambone",739491776,4050900,2489670,1561230,159,59,216,219,97,60,152,2,15,62,83,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,15,11,7
"Jar3dn0",564799698,2135407,1298812,836595,155,-303,123,91,30,28,81,4,6,8,23,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4,4
"Qeximi Tolar",396335981,3243894,1986268,1257626,157,-120,65,115,61,18,133,0,8,26,54,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,8,5
"WildRiot",117473243,2321574,1389799,931775,149,-137,21,34,25,5,95,1,1,6,29,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,5
"kRaZyVILLE",675328343,3350717,1910342,1440375,132,227,31,228,23,73,124,11,12,50,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4
"MMills",167531487,3039551,1687336,1352215,124,-190,47,42,38,5,122,1,1,11,39,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,7,4
"sammyy",194432713,983229,554600,428629,129,299,0,0,0,0,49,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leevi",627933581,315377,203205,112172,181,-427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RetnuH",389532939,4761493,2869489,1892004,151,100,121,139,88,62,181,7,14,40,68,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,13,9,7
"ninja649",857625942,1626348,922089,704259,130,-205,32,12,1,0,62,0,0,2,21,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0
