Name,Ally Code,GP,Chars GP,Ships GP,Character:Ships,Light side or Dark Side,DSR Bot style mod score -- higher is better, aim for 3.0.  This is # of mods with secondary speed ≥ 15 / character gp / 100 000,DSR Bot style gear score -- higher is better.  Number of (>G12 + G13 + relic / 5) / total gp / 100 000.,Zetas,Relic Levels,7*,R5 and higher,G13 and higher,G12 and higher,G10 and higher,Jedi Knight Revan,Darth Revan,Malak,Padme,Genosian Brood Alpha,Wat Tambor,Ki-Adi-Mundi,Shaak Ti,General Skywalker,Rey,Supreme Leader Kylo Ren,Sith Eternal Emperor,Jedi Master Luke Skywalker,Jedi Knight Luke,The Negotiator,Malevolence,Raddus,Finalizer,TW/GA Squads - farmed but may need gear.  Click player name to view.,Squads: defense or both,Squads: offense or both
"Killin 22",963277576,4878907,2971623,1907284,155,-40,191,243,103,69,194,3,20,85,109,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,18,12,10
"NoobMaster69",576991862,2321348,1336299,985049,135,-70,187,106,14,24,88,1,8,12,31,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4,1
"Nuclear Winter",866271917,2419744,1424866,994878,143,30,70,65,15,4,119,0,1,14,30,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4,3
"Mol E",249727712,1957811,1063202,894609,118,-187,112,100,12,13,57,0,4,13,18,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"theSchwartz",356526852,2450685,1399106,1051579,133,102,78,62,17,16,88,1,4,8,23,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,3
"Draco Seyer",713589816,5393270,3098060,2295210,134,-5,122,119,65,27,202,3,6,53,120,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,21,13,14
"Empire zach",722736259,2818887,1792107,1026780,174,-274,55,137,36,34,113,4,8,24,43,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,8,4
"Taylou Rol",315738377,4092690,2266800,1825890,124,41,66,166,69,65,143,6,16,39,61,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,6,4
"kranzfenner",514484953,3661692,2090923,1570769,133,-246,315,210,55,90,183,16,19,40,60,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,16,11,8
"Produceboy",824551727,2004803,1139470,865333,131,-79,78,54,12,5,67,1,1,9,19,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2
"Drase",213159279,5272845,3117695,2155150,144,90,137,192,73,87,220,11,18,66,110,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,18,9,9
