Name,Ally Code,GP,Chars GP,Ships GP,Character:Ships,Light side or Dark Side,DSR Bot style mod score -- higher is better, aim for 3.0.  This is # of mods with secondary speed ≥ 15 / character gp / 100 000,DSR Bot style gear score -- higher is better.  Number of (>G12 + G13 + relic / 5) / total gp / 100 000.,Zetas,Relic Levels,7*,G13 and higher,G12 and higher,G10 and higher,Jedi Knight Revan,Darth Revan,Malak,Padme,Genosian Brood Alpha,Wat Tambor,Ki-Adi-Mundi,Shaak Ti,General Skywalker,Rey,Supreme Leader Kylo Ren,Sith Eternal Emperor,Jedi Master Luke Skywalker,Jedi Knight Luke,The Negotiator,Malevolence,Raddus,Finalizer,TW/GA Squads - farmed but may need gear.  Click player name to view.,Squads: defense or both,Squads: offense or both
"Haus Junge",687721517,5412591,3163089,2249502,140,38,202,234,84,114,193,27,77,103,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,20,14,12
"JBluntz",369351845,4224349,2266432,1957917,115,-263,211,206,74,77,165,16,56,77,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,18,12,10
"Cóunt Starkíller",277934547,3113180,1899412,1213768,156,-25,68,186,55,35,129,11,40,64,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,9,7,6
"Highlander",398734121,4810983,2832627,1978356,143,74,60,85,64,40,189,9,24,83,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,18,10,10
"Jan Dodonna GAT",482748136,4865589,2755615,2109974,130,-149,156,191,45,120,194,25,44,64,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,12,7,6
"ARTofJED",946733393,3353132,1904464,1448668,131,-164,42,98,46,40,126,8,17,54,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,6,3
"Home One",886581815,5297159,2941656,2355503,124,125,254,238,78,181,203,32,58,83,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,18,13,9
"Mol Eliza",628148255,3201151,1867036,1334115,139,104,85,184,60,26,119,10,44,63,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,5,5
"Chizznutty",827839145,3348415,2006319,1342096,149,-255,244,159,65,37,130,12,34,73,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,13,8,6
"AndyJediDude",256488565,4056379,2298097,1758282,130,-129,95,187,61,40,171,11,57,83,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,14,12,7
